lon,lat,weather_id,weather_main,weather_description,weather_icon,base,temp,feels_like,temp_min,temp_max,pressure,humidity,sea_level,grnd_level,visibility,wind_speed,wind_deg,clouds_all,sys_type,sys_id,city,country,sunrise,sunset,record_time,city_id,cod
5.8914,49.5242,801,Clouds,few clouds,02n,stations,69.98,70.57,66.51,71.92,1009,83,1009,970,10000,1.04,13,14,2.0,2074250.0,Differdange,LU,2024-08-13 08:25:00+00:00,2024-08-13 22:57:42+00:00,2024-08-14 01:10:59+00:00,2960651,200
47.5361,-18.9137,801,Clouds,few clouds,02n,stations,53.56,53.31,53.56,53.56,1022,100,1022,881,10000,2.57,130,20,1.0,2136.0,Antananarivo,MG,2024-08-14 08:10:59+00:00,2024-08-14 19:38:15+00:00,2024-08-14 02:08:34+00:00,1070940,200
49.3833,-18.1667,500,Rain,light rain,10n,stations,69.66,70.27,69.66,69.66,1020,84,1020,1019,10000,0.67,15,58,,,Toamasina,MG,2024-08-14 08:02:46+00:00,2024-08-14 19:31:42+00:00,2024-08-14 02:11:02+00:00,1053384,200
49.2917,-12.2787,800,Clear,clear sky,01n,stations,73.13,73.81,73.13,73.13,1017,78,1017,1012,10000,7.62,135,10,,,Antsiranana,MG,2024-08-14 07:56:46+00:00,2024-08-14 19:38:25+00:00,2024-08-14 02:11:04+00:00,1069129,200
33.7873,-13.9669,800,Clear,clear sky,01n,stations,68.52,66.9,68.52,68.52,1017,39,1017,901,10000,0.7,197,0,,,Lilongwe,MW,2024-08-13 08:01:03+00:00,2024-08-13 19:38:30+00:00,2024-08-14 01:11:06+00:00,927967,200
35.0085,-15.785,800,Clear,clear sky,01n,stations,66.09,64.38,66.09,66.09,1017,42,1017,903,10000,2.02,119,0,,,Blantyre,MW,2024-08-13 07:58:10+00:00,2024-08-13 19:31:37+00:00,2024-08-14 01:11:07+00:00,931755,200
34.0207,-11.4656,800,Clear,clear sky,01n,stations,60.42,58.75,60.42,60.42,1017,55,1017,877,10000,0.49,239,0,,,Mzuzu,MW,2024-08-13 07:57:25+00:00,2024-08-13 19:40:16+00:00,2024-08-14 01:11:09+00:00,925475,200
14.5147,35.8997,800,Clear,clear sky,01n,stations,81.14,86.36,81.14,81.14,1011,78,1011,1010,10000,1.54,300,0,1.0,6861.0,Valletta,MT,2024-08-13 08:19:14+00:00,2024-08-13 21:54:29+00:00,2024-08-14 01:06:23+00:00,2562305,200
14.5019,35.9125,800,Clear,clear sky,01n,stations,81.09,86.23,81.09,81.09,1011,78,1011,1010,10000,1.54,300,0,1.0,6861.0,Sliema,MT,2024-08-13 08:19:16+00:00,2024-08-13 21:54:34+00:00,2024-08-14 01:11:13+00:00,2562501,200
14.4611,35.8972,800,Clear,clear sky,01n,stations,81.0,86.04,81.0,81.0,1011,78,1011,1010,10000,1.54,300,0,1.0,6861.0,Birkirkara,MT,2024-08-13 08:19:27+00:00,2024-08-13 21:54:42+00:00,2024-08-14 01:11:14+00:00,2563191,200
171.3803,7.0897,520,Rain,light intensity shower rain,09d,stations,82.36,89.15,82.36,82.36,1012,78,1012,1012,10000,4.12,80,100,1.0,7894.0,Majuro,MH,2024-08-14 08:28:32+00:00,2024-08-14 20:50:04+00:00,2024-08-14 11:11:16+00:00,2113779,200
18.6333,60.1167,804,Clouds,overcast clouds,04n,stations,63.79,63.68,63.79,63.79,1017,81,1017,1015,10000,3.14,178,96,2.0,2081022.0,Arnö,SE,2024-08-13 06:55:11+00:00,2024-08-13 22:45:35+00:00,2024-08-14 01:11:19+00:00,2725271,200
-99.1277,19.4285,500,Rain,light rain,10d,stations,73.13,72.16,72.95,73.85,1013,43,1013,764,10000,3.09,70,75,2.0,47729.0,Mexico City,MX,2024-08-13 08:16:52+00:00,2024-08-13 21:05:53+00:00,2024-08-13 17:10:41+00:00,3530597,200
-103.3333,20.6667,501,Rain,moderate rain,10d,stations,69.57,69.66,69.57,69.57,1013,73,1013,841,6437,6.69,280,100,1.0,7128.0,Guadalajara,MX,2024-08-13 08:32:12+00:00,2024-08-13 21:24:11+00:00,2024-08-13 17:09:08+00:00,4005539,200
-100.3167,25.6667,801,Clouds,few clouds,02d,stations,92.07,91.98,92.07,93.11,1013,35,1013,917,10000,3.79,112,24,1.0,7108.0,Monterrey,MX,2024-08-13 08:13:50+00:00,2024-08-13 21:18:25+00:00,2024-08-13 17:11:25+00:00,3995465,200
28.8575,47.0056,800,Clear,clear sky,01n,stations,73.92,72.66,73.92,75.63,1014,35,1014,999,10000,2.57,20,0,2.0,2002036.0,Chișinău,MD,2024-08-14 08:00:51+00:00,2024-08-14 22:17:48+00:00,2024-08-14 02:09:13+00:00,618426,200
27.9114,47.7585,804,Clouds,overcast clouds,04n,stations,69.85,68.41,69.85,69.85,1015,40,1015,997,10000,4.42,27,91,,,Bălți,MD,2024-08-14 08:02:48+00:00,2024-08-14 22:23:24+00:00,2024-08-14 02:11:28+00:00,618605,200
29.4711,46.8306,801,Clouds,few clouds,02n,stations,75.97,74.77,75.97,75.97,1014,32,1014,1007,10000,3.39,16,15,1.0,7022.0,Tighina,MD,2024-08-14 07:58:48+00:00,2024-08-14 22:14:56+00:00,2024-08-14 02:06:40+00:00,618577,200
106.8832,47.9077,501,Rain,moderate rain,10n,stations,60.93,60.57,60.93,60.93,1013,82,1013,849,10000,0.0,0,40,1.0,9644.0,Ulaanbaatar,MN,2024-08-14 07:46:15+00:00,2024-08-14 22:08:15+00:00,2024-08-14 07:09:47+00:00,2028462,200
104.0833,49.0333,803,Clouds,broken clouds,04n,stations,57.83,57.6,57.83,57.83,1010,91,1010,858,10000,1.69,197,55,,,Erdenet,MN,2024-08-14 07:54:36+00:00,2024-08-14 22:22:19+00:00,2024-08-14 07:11:34+00:00,2031405,200
105.9362,49.4922,802,Clouds,scattered clouds,03n,stations,64.4,64.17,64.4,64.4,1009,77,1009,920,10000,0.82,249,26,,,Darkhan,MN,2024-08-14 07:45:58+00:00,2024-08-14 22:16:07+00:00,2024-08-14 07:11:36+00:00,2031964,200
19.2636,42.4411,800,Clear,clear sky,01n,stations,85.78,87.04,72.9,85.78,1010,48,1010,973,10000,1.54,290,0,1.0,7035.0,Podgorica,ME,2024-08-13 07:48:08+00:00,2024-08-13 21:47:35+00:00,2024-08-14 01:04:25+00:00,3193044,200
18.9445,42.7731,800,Clear,clear sky,01n,stations,66.06,64.2,66.06,66.06,1012,39,1012,903,10000,1.79,20,0,1.0,7040.0,Nikšić,ME,2024-08-13 07:48:44+00:00,2024-08-13 21:49:33+00:00,2024-08-14 01:11:39+00:00,3194494,200
18.5375,42.4531,800,Clear,clear sky,01n,stations,72.46,73.08,72.46,79.68,1010,78,1010,968,10000,0.0,0,0,1.0,7040.0,Herceg Novi,ME,2024-08-13 07:51:01+00:00,2024-08-13 21:50:31+00:00,2024-08-14 01:11:40+00:00,3199394,200
96.1561,16.8053,803,Clouds,broken clouds,04n,stations,78.76,78.76,78.76,78.76,1007,94,1007,1006,6000,1.03,270,75,1.0,9322.0,Yangon,MM,2024-08-14 07:48:54+00:00,2024-08-14 20:31:25+00:00,2024-08-14 05:41:42+00:00,1298824,200
96.0836,21.9747,804,Clouds,overcast clouds,04n,stations,75.65,77.14,75.65,75.65,1006,90,1006,992,10000,3.38,167,100,,,Mandalay,MM,2024-08-14 07:43:06+00:00,2024-08-14 20:37:48+00:00,2024-08-14 05:41:04+00:00,1311874,200
96.1345,19.754,804,Clouds,overcast clouds,04n,stations,72.9,74.5,72.9,72.9,1007,98,1007,993,10000,1.59,164,100,,,Naypyidaw,MM,2024-08-14 07:45:34+00:00,2024-08-14 20:34:56+00:00,2024-08-14 05:41:46+00:00,6611854,200
4.8897,52.374,520,Rain,light intensity shower rain,09n,stations,69.04,69.17,66.85,70.97,1010,75,1010,1010,10000,3.6,220,20,2.0,2016069.0,Amsterdam,NL,2024-08-13 08:20:43+00:00,2024-08-13 23:10:00+00:00,2024-08-14 01:04:12+00:00,2759794,200
4.4792,51.9225,500,Rain,light rain,10n,stations,69.26,69.89,67.86,69.91,1011,85,1011,1011,10000,4.12,110,75,1.0,1541.0,Rotterdam,NL,2024-08-13 08:23:45+00:00,2024-08-13 23:10:14+00:00,2024-08-14 01:10:20+00:00,2747891,200
4.2986,52.0767,803,Clouds,broken clouds,04n,stations,69.06,69.71,66.99,69.98,1011,86,1011,1011,10000,4.12,110,75,2.0,2025757.0,The Hague,NL,2024-08-13 08:24:00+00:00,2024-08-13 23:11:26+00:00,2024-08-14 01:07:52+00:00,2747373,200
174.7667,-36.8667,800,Clear,clear sky,01d,stations,49.73,49.73,45.52,52.56,1030,71,1030,1026,10000,0.89,228,2,2.0,2012285.0,Auckland,NZ,2024-08-14 09:05:44+00:00,2024-08-14 19:45:47+00:00,2024-08-14 11:05:47+00:00,2193733,200
174.7756,-41.2866,802,Clouds,scattered clouds,03d,stations,46.11,40.69,42.06,46.87,1029,86,1029,1016,10000,5.14,10,40,2.0,2080525.0,Wellington,NZ,2024-08-14 09:13:05+00:00,2024-08-14 19:38:22+00:00,2024-08-14 11:11:54+00:00,2179537,200
172.6333,-43.5333,801,Clouds,few clouds,02d,stations,41.94,40.1,40.48,43.68,1026,84,1026,1020,10000,1.53,42,16,2.0,2017931.0,Christchurch,NZ,2024-08-14 09:25:48+00:00,2024-08-14 19:42:47+00:00,2024-08-14 11:08:54+00:00,2192362,200
21.4333,42.0,800,Clear,clear sky,01n,stations,76.68,75.97,76.68,76.68,1009,41,1009,958,10000,0.51,0,0,1.0,7023.0,Skopje,MK,2024-08-13 07:40:21+00:00,2024-08-13 21:38:01+00:00,2024-08-14 01:11:17+00:00,785842,200
21.3403,41.0311,800,Clear,clear sky,01n,stations,74.97,73.94,74.97,74.97,1012,38,1012,906,10000,2.56,226,1,,,Bitola,MK,2024-08-13 07:42:39+00:00,2024-08-13 21:36:28+00:00,2024-08-14 01:07:25+00:00,792578,200
20.8019,41.1172,800,Clear,clear sky,01n,stations,67.89,67.82,67.89,67.89,1012,73,1012,908,10000,1.54,290,0,1.0,7013.0,Ohrid,MK,2024-08-13 07:44:38+00:00,2024-08-13 21:38:47+00:00,2024-08-14 01:07:25+00:00,787487,200
10.7461,59.9127,804,Clouds,overcast clouds,04n,stations,59.67,59.0,57.94,61.66,1015,78,1015,991,10000,0.73,95,91,2.0,2091316.0,Oslo,NO,2024-08-13 07:27:48+00:00,2024-08-13 23:16:03+00:00,2024-08-14 01:04:28+00:00,3143244,200
5.328,60.392,803,Clouds,broken clouds,04n,stations,64.83,65.16,62.08,65.88,1008,88,1008,997,10000,2.06,140,75,1.0,1612.0,Bergen,NO,2024-08-13 07:47:06+00:00,2024-08-13 23:40:06+00:00,2024-08-14 01:10:01+00:00,3161733,200
5.7333,58.9701,800,Clear,clear sky,01n,stations,69.31,68.9,68.14,70.21,1009,63,1009,1006,10000,6.69,140,0,2.0,2031843.0,Stavanger,NO,2024-08-13 07:52:23+00:00,2024-08-13 23:31:34+00:00,2024-08-14 01:08:51+00:00,3137115,200
58.5922,23.6139,802,Clouds,scattered clouds,03n,stations,86.02,96.01,86.02,86.02,1001,72,1001,991,10000,2.64,55,30,1.0,7560.0,Muscat,OM,2024-08-14 07:41:05+00:00,2024-08-14 20:39:43+00:00,2024-08-14 03:11:43+00:00,287286,200
54.0924,17.0151,804,Clouds,overcast clouds,04n,stations,77.09,78.93,77.09,77.09,1004,94,1004,991,7000,1.03,150,100,1.0,7562.0,Salalah,OM,2024-08-14 08:06:56+00:00,2024-08-14 20:49:51+00:00,2024-08-14 03:08:04+00:00,286621,200
56.7468,24.3643,803,Clouds,broken clouds,04n,stations,85.57,98.17,85.57,85.57,1001,80,1001,1000,10000,1.86,62,67,,,Sohar,OM,2024-08-14 07:47:31+00:00,2024-08-14 20:48:02+00:00,2024-08-14 03:12:12+00:00,286282,200
134.4733,7.3398,802,Clouds,scattered clouds,03d,stations,77.32,78.89,77.32,77.32,1010,88,1010,1009,10000,1.54,310,40,1.0,7901.0,Koror,PW,2024-08-14 07:55:54+00:00,2024-08-14 20:17:55+00:00,2024-08-14 08:12:15+00:00,1559446,200
147.1797,-9.4431,804,Clouds,overcast clouds,04d,stations,76.42,77.99,76.42,76.42,1012,90,1012,1008,10000,1.11,119,100,,,Port Moresby,PG,2024-08-14 08:22:22+00:00,2024-08-14 20:09:49+00:00,2024-08-14 09:10:14+00:00,2088122,200
146.9847,-6.7221,803,Clouds,broken clouds,04d,stations,72.45,73.15,72.45,72.45,1012,80,1012,992,10000,2.61,318,64,,,Lae,PG,2024-08-14 08:20:20+00:00,2024-08-14 20:13:24+00:00,2024-08-14 09:12:20+00:00,2092740,200
144.2274,-5.8581,804,Clouds,overcast clouds,04d,stations,58.59,58.75,58.59,58.59,1017,98,1017,797,10000,1.13,235,91,,,Mount Hagen,PG,2024-08-14 08:30:28+00:00,2024-08-14 20:25:20+00:00,2024-08-14 09:12:22+00:00,2090409,200
-57.6359,-25.3007,800,Clear,clear sky,01d,stations,68.22,66.29,65.5,68.25,1018,33,1018,1008,10000,3.09,100,0,2.0,2091488.0,Asunción,PY,2024-08-13 08:19:40+00:00,2024-08-13 19:31:11+00:00,2024-08-13 19:11:33+00:00,3439389,200
-54.6167,-25.5167,800,Clear,clear sky,01d,stations,63.21,61.48,63.21,66.94,1020,48,1020,993,10000,1.03,150,0,1.0,8354.0,Ciudad del Este,PY,2024-08-13 08:07:52+00:00,2024-08-13 19:18:50+00:00,2024-08-13 19:10:57+00:00,3439101,200
-55.9,-27.3333,800,Clear,clear sky,01d,stations,64.44,62.28,64.44,64.44,1020,36,1020,1004,10000,2.06,140,0,1.0,8556.0,Encarnación,PY,2024-08-13 08:15:17+00:00,2024-08-13 19:21:41+00:00,2024-08-13 19:12:27+00:00,3438735,200
120.9822,14.6042,804,Clouds,overcast clouds,04n,stations,78.4,80.28,77.05,79.12,1008,92,1008,1011,10000,1.73,311,100,2.0,2008256.0,Manila,PH,2024-08-14 07:42:03+00:00,2024-08-14 20:19:41+00:00,2024-08-14 07:07:57+00:00,1701668,200
123.8907,10.3167,804,Clouds,overcast clouds,04n,stations,78.93,78.93,78.93,78.93,1009,86,1009,995,10000,1.37,249,89,,,Cebu City,PH,2024-08-14 07:35:05+00:00,2024-08-14 20:03:23+00:00,2024-08-14 07:09:49+00:00,1717512,200
125.6128,7.0731,801,Clouds,few clouds,02n,stations,78.28,79.61,78.28,78.28,1010,81,1010,1011,10000,0.69,222,12,,,Davao City,PH,2024-08-14 07:31:37+00:00,2024-08-14 19:53:04+00:00,2024-08-14 07:12:33+00:00,1715348,200
